Failure Type,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
0,4102,416,0,302.09135424928803,310.62218824359184,1292,61.95906671368722,104,1
0,4740,3860,1,303.2004285029237,311.40071417153956,1350,53.7935724561437,8,1
5,2214,242,0,299.1138750528847,308.2991667058405,1503,41.27020855858302,234,1
2,4073,3441,1,301.9163136577773,310.56737268444533,1335,66.87075227560187,88,1
0,4543,8352,2,302.52830544431094,310.428305444311,1363,51.9440097413191,94,1
2,5734,4445,1,302.3006341608453,311.80047562063396,1369,56.20420131559977,207,1
3,72,1041,1,298.87131533543527,308.9713153354353,1422,58.70094184620832,195,1
3,6562,8959,2,301.456091012952,310.67195449352397,1351,64.28895563599612,87,1
0,3848,8148,2,302.1,310.6638997840936,1329,59.29169935228073,107,1
2,411,1254,1,297.4984381529592,308.4671872823469,1392,60.728901135152924,86,1
3,294,1175,1,297.9874028927678,308.2729588715709,2692,7.451865960100478,144,1
0,4185,3512,1,302.2,310.6,1345,49.39436778268707,160,1
3,1295,7374,2,298.56439197659114,309.8266946928457,1250,73.91569210194598,177,1
0,4510,3715,1,302.40498256605844,310.20498256605845,1346,62.27045328247994,105,1
2,9533,6735,1,299.1,309.8696868962289,1406,53.86688828296341,219,1
3,3995,3392,1,302.1237404908772,311.22374049087716,1439,60.090268407894314,159,1
0,4604,3776,1,303.0,311.0984765267832,1360,48.139061071328044,125,1
0,4127,3478,1,302.1112840544517,310.6887159455483,1327,45.47237379690572,202,1
5,7828,9361,2,300.3519900297919,311.7,1467,44.1307228400848,223,1
3,1477,1875,1,298.2547260557495,308.9730626749633,1401,43.37675209955955,217,1
0,4443,3666,1,302.4835269103919,310.2164730896081,1336,50.69883853764864,150,1
0,4268,3564,1,302.1578987545078,310.329831257513,1355,52.11058256310922,144,1
4,7466,9255,2,300.0861773084631,311.3425484610246,1602,39.39872855454985,193,1
0,4710,3840,1,303.5473589137421,311.8,1244,65.27340849851915,165,1
2,7624,5582,1,300.47329188468785,311.4372670155006,1299,64.47577749036519,170,1
3,1020,7294,2,296.32680013723404,307.2310881591915,1318,68.36646434034041,25,1
4,6270,619,0,300.6916074379086,310.08065844145665,1390,47.14271109729281,207,1
2,9665,6813,1,299.0934954201591,310.1224923669319,1328,53.515198459771206,230,1
2,2540,2523,1,299.151809983289,308.95542994986704,1337,57.27850881351916,198,1
4,7523,5520,1,300.30125342189933,311.55156677737415,2048,25.782725845355642,139,1
0,4845,3928,1,303.63681283552285,312.0684064177615,1363,52.65302672044122,71,1
0,4414,8321,2,302.4,310.1,1363,53.056669419856135,73,1
2,4258,3556,1,302.4872723661401,310.86222178083784,1288,65.62019439629051,123,1
4,1753,2043,1,298.1877438603956,307.6367684188133,1502,32.3420472866848,209,1
3,3671,3208,1,301.81949066232005,310.67796264928023,2675,11.858471986960142,105,1
2,1112,1669,1,296.79081227622925,307.63104435515186,1307,67.08283266363908,162,1
2,685,722,0,297.205599830682,308.140436240496,1378,59.21694631652802,156,1
2,4074,3442,1,301.9,310.56517764528536,1338,66.21466870204736,92,1
3,176,1105,1,298.4447441362781,308.9785984363408,2864,4.478598436340819,135,1
2,732,1443,1,296.9834988471488,308.32562858019594,1350,65.22433980625257,104,1
0,4179,3508,1,302.2,310.6,1347,48.11477828756331,144,1
2,2418,2444,1,299.1934774670896,308.7065225329104,1354,53.6,212,1
4,8784,6298,1,297.1571159232478,308.4143261151284,1343,46.77031081478068,208,1
3,469,1230,0,297.36928915380355,308.4692891538036,1398,61.53071084619644,62,1
3,8476,9533,2,298.29330198359264,309.6933019835927,1377,67.41623421555862,107,1
0,4433,3660,1,302.3196089076222,310.1196089076222,1321,53.26865832104345,126,1
3,1731,7509,2,298.18927313357983,308.3687720162353,1449,48.894388470823394,186,1
0,4537,8350,2,302.43425944706706,310.34567926275616,1374,52.602778341201315,158,1
0,4263,8277,2,302.5005111503223,310.8673482004297,1324,50.76664605964818,111,1
2,107,1064,1,298.70254954972336,308.824488488643,1396,64.1862132145459,193,1
3,2067,2229,1,298.8714801999057,308.52504517491747,1281,67.73948577463464,77,1
3,9713,6845,1,298.77330037292364,309.8433250932309,1881,33.313411826206604,210,1
3,1459,7426,2,298.16024651039777,308.9804313931961,1431,61.70493020795534,179,1
0,4470,8335,2,302.4,310.35210506922317,1376,52.059482023403376,159,1
3,113,1067,1,298.62947268240373,308.60157719420647,1381,49.570574903419605,211,1
2,5167,4105,1,303.86674084151514,312.9666295792424,1364,60.76763093969664,203,1
2,9667,6814,1,299.16835312159384,310.26835312159386,1340,50.76716582596284,235,1
4,9054,6457,1,297.413002456353,308.3034044214354,1567,41.908941485932544,167,1
2,2502,2495,1,299.1947927593779,308.98958551875575,1505,49.144740309239964,226,1
3,6529,4931,1,301.1076929897064,310.40769298970633,1313,73.22432566933924,51,1
2,9646,6802,1,299.0795544391927,310.04089112161466,1369,57.56762477005478,180,1
2,2516,2508,1,299.2,308.8614268120055,1307,64.27859781991788,136,1
0,4371,3624,1,301.7,309.55235245542144,1300,63.34046121386599,223,1
0,4387,3634,1,302.1177829672973,309.97066978037833,1312,55.95103845783849,185,1
0,4537,3734,1,302.4067496046902,310.21349920938053,1350,45.774960469026176,169,1
2,8971,6408,1,297.271900595125,308.2421491073125,1385,51.533874697686656,211,1
2,7640,5593,1,300.554892525112,311.56782804017917,1312,62.288880326998765,177,1
2,9575,6760,1,299.1,309.9446675691012,1415,52.217313479773644,222,1
0,4836,3925,1,303.4479676373808,311.9479676373808,1330,59.39104208619902,45,1
3,9172,6528,1,297.787622267642,308.97772008175554,1408,63.48704261617801,5,1
2,2502,2495,1,299.1965770443884,308.99315408877686,1508,49.06087891374385,227,1
3,1790,2064,1,298.2569461908428,307.9354192862642,2817,5.737421412072509,71,1
2,2731,2649,1,299.66777319641375,309.20555228315266,1302,65.55334904086723,175,1
2,2988,2798,1,300.5,309.7013786669165,1386,53.667444801349056,211,1
5,7905,9380,2,300.3213537477884,311.7213537477884,1412,44.73964532731752,219,1
2,4979,4003,1,303.73239069658354,312.8295627863342,1325,57.4154232350873,200,1
0,4141,3485,1,301.94050010985876,310.44050010985876,1276,61.90899758310739,49,1
2,8614,6194,1,297.3794633221319,308.4068455592893,1365,50.175575324060425,219,1
2,4017,8203,2,302.144504867448,311.0534058409376,1339,61.003176905678465,205,1
3,6165,4711,1,300.8976948718381,310.651152564081,1414,48.6954961492422,204,1
2,6277,4782,1,301.0081478469557,310.4918521530443,1373,58.62809905377712,191,1
0,4659,8386,2,303.2424681962877,311.4137022944316,1370,47.67395672412993,54,1
1,9016,6434,1,297.2843470786584,308.18434707865845,1401,52.230412359752776,211,1
3,7239,9172,2,301.06333622999034,311.24995655014465,2663,11.283405749758858,115,1
0,4429,3662,1,302.4523514399813,310.25235143998134,1352,47.43400474042493,26,1
3,5672,4406,1,302.43187897695424,311.93187897695424,1289,69.76090767284289,116,1
2,2323,2384,1,299.3063955655909,308.6255822623634,1384,53.76628470536216,217,1
0,4424,8326,2,302.3829498657455,310.1,1378,49.130176812435316,98,1
2,6226,4750,1,300.9666099641931,310.5333900358069,1372,57.60051032226204,203,1
0,4296,3581,1,301.7363466383783,309.9,1315,50.041936966844474,188,1
4,5164,4101,1,304.25480557922594,313.5889689723492,1506,35.965115855733394,208,1
3,1001,1605,1,297.0811126719267,307.6448901375414,2733,8.874385220972167,29,1
0,4447,3670,1,302.4193623809795,310.28063761902047,1365,51.083825714122725,160,1
3,7121,5279,1,300.4751145214367,310.3,1528,42.90529087062177,212,1
3,278,1170,1,298.07327704847796,308.8795405462608,2868,4.3795405462608015,129,1
0,4124,3476,1,302.10717353437474,310.6928264656253,1326,45.33672663436651,204,1
3,1039,1630,1,296.78662069129973,307.4773241382599,2746,8.460993115618091,62,1
0,4169,8246,2,302.17944711607566,310.5862980773838,1356,51.26021635421624,122,1
0,4740,3860,1,303.2,311.3816820214537,1352,53.14971176160684,9,1
2,388,1241,1,297.7437418705189,308.7843221583726,1364,59.958769353655185,165,1
2,3355,3016,1,301.59417962631454,310.7864191280673,1353,57.780598754381785,195,1
2,2332,2389,1,299.2672993231504,308.5672993231504,1382,52.55357834081247,218,1
3,6196,4728,1,301.0,310.85118349413716,1433,50.48476645392674,195,1
0,4152,3492,1,301.917442936468,310.417442936468,1276,59.71939132232488,76,1
2,8217,5958,1,299.33671068653763,310.7095866950538,1358,54.98495965935467,213,1
1,4360,8307,2,301.88305526908374,309.9098331614503,1314,62.12256506641854,74,1
2,9664,6812,1,299.0856186565367,310.1712373130734,1314,55.31053769294676,229,1
2,3529,3127,1,301.9909005588836,310.9,1395,51.816978802583414,212,1
0,4719,3847,1,303.3042233341824,311.60844666836476,1335,56.97738003565986,188,1
0,4124,3476,1,302.12331372551756,310.71554248367835,1326,45.17771241839173,203,1
3,995,7282,2,296.2208757886248,307.00145964770803,1245,72.83299369100146,96,1
3,4639,3798,1,303.20899071533574,311.33932714355717,1449,47.51682141107085,215,1
0,4226,3535,1,302.2571356305926,310.77856781529624,1320,54.41064021357375,42,1
3,969,7276,2,296.9515117051375,307.8718604871821,1287,68.08377878842775,89,1
3,5544,4331,1,302.81096394899384,312.2265783693963,1336,65.5465047140869,53,1
0,4734,8408,2,303.2084041293502,311.4957979353249,1334,58.02351328364534,3,1
2,3988,3389,1,302.1490782199185,311.09815643983706,1358,58.44960935554561,218,1
2,4418,3654,1,302.6,310.3834170837211,1361,66.43517584186428,80,1
2,9642,6800,1,298.93799986665226,309.95199946660904,1321,62.12799919991355,168,1
3,669,7187,2,296.5825128872379,306.9464236894574,1297,72.01525716824953,65,1
0,4753,3869,1,303.3711850379182,311.6567775568774,1303,51.66018702602175,44,1
2,1285,150,0,297.9741115181987,308.98717588853543,1486,41.11402540582518,112,1
2,9667,6814,1,299.1807160391058,310.26143207821156,1368,48.88071603910577,236,1
0,4102,8225,2,302.1,310.75733168680733,1371,48.975478717676026,209,1
2,3331,2999,1,301.37687641807213,310.63813492650485,1281,61.25883224818273,185,1
3,5091,8524,2,303.1875299213541,311.96258976406233,2698,10.06558759830736,70,1
0,4093,3454,1,301.92327666058407,310.4,1362,53.21298293796505,142,1
2,7741,5651,1,300.46176619322995,311.8,1285,59.035290151386725,196,1
4,8144,5910,1,299.68252955305195,311.08602364244155,1628,34.46312375387038,224,1
0,4686,3826,1,303.30690260551205,311.6138052110241,1346,52.43610700905101,213,1
2,9667,6814,1,299.1943195849693,310.28295875490807,1352,49.320350712268464,236,1
3,9779,6887,1,298.50682685752463,309.41125085218,1298,66.80240286286927,22,1
2,6236,4755,1,301.0,310.60343593771114,1383,57.444810312795596,201,1
3,3881,3329,1,302.4716438082486,311.1791095206215,1375,64.80589147830403,185,1
2,5742,4449,1,302.1310811007832,311.72072073385544,1312,66.78791314824389,129,1
0,4526,3726,1,302.64900149206863,310.5470044762059,1363,52.44685526934092,39,1
2,3447,3074,1,301.72365046958316,310.8539417449305,1335,57.47553423159933,198,1
2,1162,1701,1,296.9900760162451,307.8,1324,60.79311666604801,200,1
0,4150,3491,1,302.0,310.4930005377791,1369,45.35192686204141,86,1
5,7750,9338,2,300.5465730435971,311.7,1819,30.02345433921147,228,1
0,4833,3924,1,303.4491737943019,311.9491737943019,1371,47.94341946494497,32,1
0,4649,3803,1,303.24150550034153,311.4415055003415,1236,55.865917760417176,217,1
0,4722,3849,1,303.2,311.4,1350,53.278111080911664,8,1
3,7535,5528,1,300.10182815567237,311.2963436886554,2575,12.565813604203687,64,1
0,4607,8371,2,303.0,311.1640119128367,1360,54.07595830507149,132,1
5,2425,7709,2,299.46870969677445,308.7795968177425,1481,39.35580666451895,210,1
3,6060,4646,1,300.7918865134733,310.9,1339,65.89726233757641,53,1
1,1375,163,0,298.36094244502897,309.46094244502893,1428,48.61267463182055,51,1
0,4141,3486,1,301.7113353519787,310.2113353519787,1332,60.56522028919258,48,1
3,8386,6050,1,298.57132605498606,309.60698908247906,1312,53.289953388632696,203,1
2,4025,3410,1,302.0262510290483,310.90500411619325,1401,52.63634158530017,210,1
2,9664,6812,1,299.1,310.10523471784313,1428,49.114083070587874,229,1
0,4459,3679,1,302.6307062068416,310.4538041378944,1288,63.96574344523414,189,1
0,4835,3924,1,303.5396172094328,312.0198086047164,1365,53.96516767265754,41,1
0,4406,3645,1,302.48514891816467,310.2851489181647,1326,56.569359361405105,54,1
3,5100,4066,1,304.1932264980773,313.28645299615465,1433,49.21567825718418,202,1
0,4419,3652,1,302.41678586591826,310.21678586591827,1323,56.08679011162962,87,1
3,1136,131,0,296.6287901984477,307.6933561080505,1390,61.719766769746684,102,1
2,1586,1941,1,298.15988706808236,308.35988706808234,1321,59.375426257336635,194,1
0,4596,3771,1,303.0,311.0430718565709,1362,45.06143713141844,104,1
4,104,1062,1,298.68325312918546,308.7248796937781,1448,47.42921071776439,153,1
2,5047,4039,1,303.94817280451565,312.86544853634376,1362,61.5152832857978,198,1
5,9537,6744,1,298.2965075214367,309.4585709616162,2119,19.766036623119355,211,1
2,6240,4758,1,300.98216684539796,310.51783315460204,1375,57.46049839141844,203,1
2,5009,4019,1,303.81539564781144,312.7769304318743,1360,58.99251730841713,196,1
2,249,1157,1,298.0,308.3,1379,56.55283207083264,216,1
2,2344,2396,1,299.2,308.5327946027144,1386,50.30161619185682,220,1
0,4435,3661,1,302.31453926974274,310.11453926974275,1323,53.3833456779091,131,1
4,928,350,0,297.0682209423215,307.9471933245313,1511,40.194772118148904,205,1
4,7282,5376,1,300.3829443025509,310.73411139489826,2052,22.685994891831662,150,1
2,955,1579,1,296.9231105246386,307.91533421304206,1348,58.5529053101182,200,1
0,4170,8246,2,302.1881327480312,310.5920884986875,1355,51.36154872703085,123,1
0,4360,3619,1,301.9627348821164,310.1806077515814,1326,52.351299206443464,68,1
3,6251,4765,1,300.8701692070338,310.2754230175846,1435,52.99020277704243,194,1
2,4357,8305,2,301.8207717814386,309.86038589071933,1305,61.22542962191858,79,1
4,6254,4767,1,300.92762798050325,310.41906995125817,1461,46.2675262811193,199,1
3,548,1334,1,296.9229861961503,307.62681722884207,2469,13.377013803849664,134,1
2,9808,6896,1,298.55611207415876,309.4748160988783,1355,60.32952724605275,191,1
4,74,1043,1,298.8427112446419,308.94271124464194,1435,51.721543692631755,200,1
3,6044,4636,1,300.7515017749472,310.9,1346,65.63476153715695,58,1
0,4500,3708,1,302.51047526829586,310.2157129024438,1309,53.36100863395214,82,1
0,4116,3469,1,302.0,310.44751708660226,1363,51.53767622209226,97,1
2,4964,3994,1,303.6365481651286,312.60482224769294,1335,61.178176606124765,162,1
0,4273,3566,1,302.43641284978327,310.6663040711189,1341,51.18206424891615,160,1
2,116,1068,1,298.59876915554935,308.54815373332406,1411,58.972511140602336,204,1
0,4415,3650,1,302.4379931951975,310.23799319519753,1324,56.70180266072779,79,1
2,2840,2719,1,300.36837741967355,309.3,1394,54.0572387034851,227,1
2,2304,2373,1,299.3734304302002,308.6734304302002,1436,61.23940188751402,145,1
0,3120,7920,2,300.73460163325774,309.4,1350,62.66159346696906,90,1
2,3351,3012,1,301.4093928844815,310.8,1288,62.3745707724432,183,1
3,1542,1914,1,298.0867354239667,308.45663228801664,1377,47.8046768921198,206,1
3,1042,7300,2,296.3946820352011,307.3420230528016,1304,68.4656935616019,43,1
2,9620,6786,1,298.9863496987916,310.14539879516656,1364,62.41809819274985,108,1
0,4614,3782,1,303.0228670751385,311.3,1358,55.37678529501543,151,1
2,5411,4249,1,302.6882495105068,312.36474853152043,1454,48.90860866748737,221,1
0,4644,3801,1,303.2020121721853,311.4040243443706,1239,54.4088436423958,225,1
1,4628,3791,1,303.0741818586522,311.2494545724348,1379,49.76363568912988,188,1
2,9661,6810,1,299.14737732925147,310.14213198775434,1359,52.794077635393265,219,1
2,9634,6795,1,298.95532278411605,310.02129113646413,1336,62.23193670469624,147,1
3,4416,8321,2,302.6007096532495,310.2099351454928,2676,10.792193814255624,83,1
0,4439,446,0,302.66387964619327,310.4903008845167,1314,55.25418053071005,34,1
4,7992,9401,2,299.83222762917245,311.1962451391088,1348,55.34837544317692,182,1
0,4617,3785,1,303.1377703106098,311.24592343686993,1362,48.154076563130054,49,1
3,2957,313,0,300.53226993136644,309.67092027453424,1342,64.66797729565862,187,1
0,4621,8375,2,303.1189481694248,311.18921112706863,1352,54.210788872931374,95,1
4,6023,8799,2,300.4440199411739,310.22200997058695,1657,31.9614620469744,227,1
2,4981,4004,1,303.75313399532365,312.91253598129464,1304,57.809545911149556,204,1
0,4491,3703,1,302.57994391019486,310.31991586529233,1324,49.12342147811198,55,1
1,1421,169,0,298.7120368903343,309.8027776156326,1444,44.76481408902205,47,1
0,4793,3895,1,303.4926330705077,311.9284220470051,1311,56.15679686126776,70,1
0,4633,8378,2,303.1912947506064,311.1614797149787,1319,53.165179002425646,32,1
0,4138,8234,2,301.9,310.46323212270175,1378,47.96206072637893,66,1
2,6950,5179,1,301.1055327008791,311.3953208519048,1490,49.37322083282006,209,1
0,4694,8396,2,303.2637818397206,311.5,1359,51.24777947045625,38,1
2,249,1157,1,298.0,308.3,1376,56.596281832818654,216,1
0,4728,3851,1,303.3470816419366,311.6941632838732,1331,47.83073523232221,210,1
2,7893,5745,1,300.7801070220205,312.30053511010243,1439,58.70214044040993,111,1
3,6149,4701,1,300.8796626782759,310.66016866086204,1400,50.61592476361591,204,1
5,6345,626,0,300.4878633862099,309.9,1396,45.948546455160546,210,1
0,4335,3604,1,301.87599726203865,309.9,1311,54.04525484510775,192,1
3,7250,5355,1,300.3186459758655,310.86270804826904,2608,12.336015518100899,38,1
1,4411,3649,1,302.54360469741187,310.3436046974119,1343,62.119189885184205,65,1
2,9644,6800,1,299.07486721752514,310.0502655649498,1369,57.85823251344385,175,1
3,7559,5539,1,300.2516225136364,311.13766003636374,1301,66.13873100454077,160,1
3,6579,4962,1,301.2372541555801,310.53725415558006,1341,66.89742206917211,85,1
2,9654,6806,1,299.0961187052188,309.9961187052188,1367,56.276712231312914,202,1
2,3494,3104,1,301.8835227377324,310.8805871229554,1359,54.94422331923674,206,1
4,5349,8598,2,303.39026826019017,312.7829467583374,1347,58.42633104156508,223,1
0,4622,3786,1,303.10651779595565,311.30651779595564,1329,52.7303559191124,175,1
0,4433,3660,1,302.3495129674844,310.1495129674844,1328,55.02710947176516,125,1
0,4758,3872,1,303.6,311.96850690167037,1295,55.088770333909956,95,1
1,4111,3467,1,301.9,310.46967918062404,1349,54.487167224961304,188,1
3,2942,311,0,300.54294478970786,309.6282208411685,1348,61.9779129936167,196,1
0,4588,3765,1,303.0,311.2,1367,47.91757643161044,84,1
0,4214,3526,1,302.1,310.7,1321,52.249199458275314,13,1
2,7599,5565,1,300.5,311.2186408781467,1273,67.20174594965322,207,1
0,4602,3775,1,303.00530971005395,311.01592913016185,1357,44.64601564453166,118,1
1,6525,4929,1,300.76478384422984,310.01664132709715,1594,34.564175694561605,162,1
2,4983,4005,1,303.77600510962765,313.00402043851057,1280,58.2440970829251,208,1
3,1462,7428,2,297.8916072301006,308.6249588516081,1460,59.375480064571974,170,1
2,7521,5519,1,300.60714922480565,311.89285077519435,1369,59.97846317830442,210,1
2,2524,2513,1,299.2,308.8898685574699,1312,63.85197163795171,142,1
3,926,7263,2,295.9664815714373,306.5996668285872,1262,73.5695911712903,67,1
2,9675,6819,1,298.8469461323578,309.75578844363156,1291,61.387145946125706,215,1
0,4587,3765,1,303.0,311.13087596621983,1368,46.81751932439685,82,1
0,4157,3495,1,302.2864521933414,310.8243014622276,1339,45.72150731113808,170,1
2,1782,2062,1,298.2,307.9193997273644,1312,67.055563435208,71,1
2,4073,3442,1,301.9186772528231,310.5626454943538,1335,66.62021120075002,89,1
2,9428,6680,1,298.26875419491006,308.8025050338921,1361,54.15313129236508,208,1
2,294,1184,1,297.860061013803,308.34664632873233,1370,57.89618872520982,179,1
1,3111,7917,2,300.72987146170857,309.4,1350,62.68051415316572,89,1
2,5457,4279,1,302.6376810627774,312.2130431883323,1359,60.13480406341248,94,1
0,4177,423,0,302.51342177342144,310.6332227832232,1333,52.02817014816434,71,1
2,3528,3126,1,301.99990359812597,310.89997589953146,1377,53.10113272202013,211,1
2,2718,2640,1,299.65525339837717,309.25175113279244,1310,64.03852492143267,206,1
1,8528,6141,1,298.19176819139176,309.3501218296702,1638,32.15180114057139,174,1
0,4173,3504,1,302.2998068213001,310.7998068213001,1354,45.674178990525405,132,1
0,4572,3756,1,302.8388188314933,310.95822824723996,1324,51.42362337013377,44,1
0,4610,8372,2,302.9720326143453,311.12796738565464,1360,54.13219568607213,140,1
0,4497,452,0,302.7,310.47660852882007,1299,55.16169573558997,20,1
1,4318,8293,2,301.8991473078414,309.80085269215857,1359,61.842752116651845,162,1
3,4542,8359,2,302.7074839709018,310.52245191270544,2680,10.665645036372732,81,1
3,5374,8607,2,303.06548467422124,312.5172147334538,1300,65.06963166365625,229,1
0,4205,3521,1,302.08429275144147,310.67643912716215,1311,53.58536242792798,9,1
2,190,1117,1,298.1930785792451,308.135640473585,1389,54.61663078302282,212,1
3,4555,8366,2,302.20375708069605,310.7308704385876,2456,12.86537248071641,169,1
0,4262,3559,1,302.3304143268169,310.5956214902253,1365,53.440081952544,129,1
3,7942,5778,1,300.50686939131896,312.08854872827635,1514,53.219067163336554,115,1
2,4942,3980,1,303.5202039261954,312.42020392619537,1287,70.2726963956348,98,1
2,1402,1831,1,298.7622012569745,309.924402513949,1356,52.42918240235679,214,1
3,2273,2353,1,299.4396196921156,308.7,1883,43.12977363430329,151,1
2,286,1180,1,297.84800247641573,308.35199752358426,1360,57.73601733491,202,1
0,4665,3817,1,303.2959930913652,311.2959930913652,1350,48.04390327911243,31,1
0,4140,3485,1,301.7062712084744,310.207839010593,1311,57.32788110254459,39,1
0,4220,3530,1,302.1,310.7,1341,50.642183929012646,28,1
2,1163,1702,1,296.9152228213917,307.84566846417505,1394,56.399750215982415,203,1
2,7813,5695,1,300.5666582289207,311.83332911446035,1357,57.633367084317165,191,1
0,4757,3871,1,303.42842882890955,311.6715711710905,1313,49.93541621234179,54,1
0,4615,3783,1,303.0414221729069,311.3,1352,54.70880177535177,156,1
1,4427,3658,1,302.5586767907845,310.3173535815689,1350,60.10564010708238,108,1
1,4831,3918,1,303.5337189462708,311.93371894627086,1384,52.46512421491656,155,1
2,6716,5042,1,301.4688948924361,310.8147169691185,1370,54.32377332060634,183,1
0,4232,8267,2,302.49401317537786,310.89401317537784,1335,49.36840447851078,114,1
2,1153,1694,1,296.9551367408382,307.85513674083825,1342,63.71640890058719,174,1
2,9656,6808,1,298.9537692128591,309.8537692128591,1333,58.566308802735975,207,1
3,2877,7839,2,300.3636247207673,309.4654498883069,1891,22.861015041017573,194,1
3,3924,3352,1,302.3216028149495,311.3135887402022,1334,66.89442533454498,202,1
3,4627,8377,2,303.2657119888339,311.28934689081916,2668,11.163115630273047,76,1
2,7084,5257,1,300.4769765279517,310.6893483614937,1347,62.74227608573349,139,1
0,4095,3455,1,301.9,310.4,1370,52.181955049819265,148,1
2,2597,2565,1,299.10673518994577,308.82020556983724,1321,67.04200708368886,31,1
1,4934,3977,1,303.7616941193579,312.71694119357903,1296,56.056894235695076,165,1
0,4620,3786,1,303.0540957156047,311.32704785780237,1353,55.65904284395288,168,1
4,1506,1892,1,298.0203410818822,308.5386480555761,1427,38.027491418303065,220,1
5,3595,3165,1,301.74103742858097,310.9,1438,44.88161514250443,208,1
0,4565,8358,2,302.70775047340584,310.80775047340586,1372,50.11109011881723,130,1
0,4283,3574,1,301.87565049354646,309.9,1367,48.560873766133824,180,1
2,6604,4976,1,301.36362757497534,310.5581765449852,1347,62.10583773107523,137,1
0,4196,3517,1,302.14837968965827,310.65162031034174,1352,48.429165586150965,73,1
3,2266,2348,1,299.4509550903264,308.7,2008,37.473409927123896,156,1
4,6255,621,0,300.743063117452,310.29516440205174,1379,49.32245466816165,204,1
4,3539,3133,1,301.8802656244152,310.84079687324567,1785,33.632249840940375,196,1
2,8002,5816,1,300.7,311.9,1383,51.904061346022736,215,1
5,2021,7597,2,298.4903487595649,308.04015500425106,1428,38.12972874256062,198,1
4,7436,9244,2,300.02834494406295,311.38299303356223,1669,30.831083386464964,215,1
0,4671,8390,2,303.1919078043588,311.53988475544844,1337,50.433521228080394,186,1
2,220,1137,1,298.12916248608656,308.26770937847834,1336,58.059334239343784,216,1
0,4140,419,0,302.0778515880062,310.5006642920555,1290,61.27043098831448,111,1
0,4123,3474,1,301.9,310.4262029237301,1291,63.559884788172695,30,1
2,6959,5183,1,300.9206700364982,311.16105291449725,1928,36.65895783639814,131,1
4,5320,8589,2,303.869131888827,313.16570209869667,1416,48.79914110036716,211,1
0,4675,8388,2,303.49951321667777,311.5990264333555,1363,49.42239203282372,72,1
2,1433,1850,1,298.59161012286586,309.5987045138937,1365,50.88445416672445,213,1
3,3941,3361,1,302.3548768777886,311.41829229259616,1352,65.43783181086162,198,1
0,4643,3800,1,303.2,311.4,1292,54.34601902667704,227,1
0,4791,8419,2,303.4,311.75675628332834,1332,47.95942726632778,122,1
2,1074,1648,1,296.41012415189186,307.15939312170474,1389,56.53475863679828,206,1
3,5624,4377,1,303.0479001070931,312.3627857907807,1395,62.132641556727386,127,1
0,4606,3778,1,303.0,311.15110752837126,1362,50.24430113484934,130,1
0,4419,3654,1,302.5817374869747,310.2182625130253,1325,61.6877619920129,85,1
2,9659,6809,1,299.08520496499364,310.0704099299873,1364,52.80303119021585,216,1
2,6169,4711,1,301.06374046122613,310.97251907754776,1265,66.63091614291415,70,1
0,4580,3760,1,302.86701277696585,310.9783546282764,1364,47.555670925655285,63,1
2,184,1112,1,298.2953182041913,308.2261704489522,1314,59.52232979715239,216,1
2,9663,6812,1,299.1664390755759,310.1993172267277,1357,51.38350840738267,226,1
2,4354,8305,2,301.8174467041834,309.87046802251007,1303,64.30076942110998,87,1
0,4399,3641,1,302.12983012451247,309.9865534163416,1313,55.479441299629855,169,1
4,7712,9328,2,300.3,311.4579077508387,1377,56.276391820980926,180,1
2,1164,1702,1,297.0,307.9055693618217,1332,58.138488507171324,204,1
4,7085,5258,1,300.6036716767999,310.32019422239915,1642,31.17375269277152,213,1
2,697,1423,1,297.18060635643775,308.6882098235856,1305,65.32165547436561,140,1
2,194,1120,1,298.24743405962886,308.2381414850928,1328,58.98363317082452,216,1
3,7952,9391,2,300.7831070182727,312.04507644162334,2296,21.536159859975292,167,1
3,5285,8582,2,303.42573828546983,312.5485234290603,2702,9.937270855839184,65,1
3,7301,5385,1,299.9545612699478,310.3454967198609,1309,66.80828168766963,75,1
3,7906,9375,2,301.0076776253015,312.0848356204778,2704,9.891940632536928,139,1
0,4660,8386,2,303.05536033938705,311.35536033938706,1337,50.71708148376804,197,1
0,4423,3656,1,302.5618692158688,310.1872897386229,1324,61.167104646423816,97,1
2,2493,2492,1,299.2,308.7783615846545,1294,65.5245762301832,117,1
3,4349,8303,2,301.8777448981705,309.74075170060985,1344,64.94134353354123,129,1
5,3557,3143,1,301.94932848847276,310.96577131796374,1560,38.720471898654104,212,1
2,2578,2549,1,299.2,309.09563390712873,1352,60.1848010411865,192,1
0,4762,3875,1,303.523663313147,311.694653252588,1348,48.014452041408056,67,1
0,4361,8306,2,302.08897489902955,310.0558995961182,1379,49.79863964071699,163,1
2,5905,588,0,300.719247655386,310.2201642104044,1364,65.19459617288611,208,1
3,5663,4401,1,302.44027982055877,311.94027982055877,1289,69.69790134580917,111,1
1,4028,8206,2,302.1,310.9877072527919,1352,59.726338463621516,207,1
0,4746,3864,1,303.27731963069556,311.51597944604333,1329,52.833504616305426,24,1
4,9599,6773,1,299.46916431668126,310.5429971800175,1794,29.972619849256414,211,1
2,9502,6716,1,299.09330089056044,309.82679643775833,1396,55.87563677021052,208,1
